"censusdate","month","day","year","treatment","plot","stake","species","sex","hfl","wgt","tag","ltag"
1985-01-19,1,20,1985,"control",2,76,"DM","F",36,36,"5709","0"
1985-01-19,1,20,1985,"exclosure",3,12,"PE","M",18,16,"5594","0"
1985-01-19,1,20,1985,"exclosure",3,32,"PE","F",20,20,"5592","0"
1985-01-19,1,20,1985,"exclosure",3,57,"DM","M",37,42,"5609","0"
1985-01-19,1,20,1985,"exclosure",3,72,"RM","F",16,7,"7611","0"
1985-01-19,1,20,1985,"control",4,12,"DM","F",34,33,"5598","0"
1985-01-19,1,20,1985,"control",4,13,"DM","M",36,36,"5591","5591"
1985-01-19,1,20,1985,"control",4,23,"DO","M",34,37,"5590","0"
1985-01-19,1,20,1985,"control",4,27,"DM","F",37,33,"5589","0"
1985-01-19,1,20,1985,"control",4,61,"DM","M",35,44,"3910","0"
1985-01-19,1,20,1985,"spectabs",5,14,"DM","F",35,33,"5525","0"
1985-01-19,1,20,1985,"spectabs",5,17,"DM","F",36,34,"5582","0"
1985-01-19,1,20,1985,"spectabs",5,23,"DM","F",33,25,"5583","0"
1985-01-19,1,20,1985,"spectabs",5,27,"DM","M",35,47,"3528","0"
1985-01-19,1,20,1985,"spectabs",5,33,"DM","M",35,30,"5521","0"
1985-01-19,1,20,1985,"spectabs",5,55,"DM","M",36,41,"5708","5708"
1985-01-19,1,20,1985,"spectabs",5,76,"DM","F",35,31,"5848","0"
1985-01-19,1,20,1985,"spectabs",5,77,"DO","F",32,33,"5585","0"
1985-01-19,1,19,1985,"control",6,12,"DO","M",35,48,"5576","0"
1985-01-19,1,19,1985,"control",6,14,"DM","F",37,35,"5504","0"
1985-01-19,1,19,1985,"control",6,15,"DM","F",36,38,"5729","0"
1985-01-19,1,19,1985,"control",6,16,"DM","M",36,45,"5730","0"
1985-01-19,1,19,1985,"control",6,17,"DM","F",35,32,"5731","5731"
1985-01-19,1,19,1985,"control",6,31,"DM","M",37,37,"5697","0"
1985-01-19,1,19,1985,"control",6,32,"DO","F",36,44,"5575","0"
1985-01-19,1,19,1985,"control",6,37,"DO","M",35,44,"5734","0"
1985-01-19,1,19,1985,"control",6,62,"DO","M",35,43,"5547","0"
1985-01-19,1,19,1985,"control",6,65,"DM","F",33,27,"5739","0"
1985-01-19,1,19,1985,"control",6,71,"DO","F",33,34,"5585","0"
1985-01-19,1,19,1985,"control",6,72,"DO","F",33,39,"5574","0"
1985-01-19,1,19,1985,"control",6,74,"DO","F",33,39,"5541","0"
1985-01-19,1,19,1985,"control",6,76,"DM","M",37,37,"5578","0"
1985-01-19,1,20,1985,"removal",7,77,"RM",NA,NA,NA,"0","0"
1985-01-19,1,20,1985,"control",8,31,"DO","F",34,41,"5658","0"
1985-01-19,1,20,1985,"control",8,33,"DO","M",35,43,"5531","0"
1985-01-19,1,20,1985,"control",8,74,"DM","M",35,36,"5533","0"
1985-01-19,1,20,1985,"control",9,27,"DM",NA,NA,NA,"0","0"
1985-01-19,1,20,1985,"control",9,34,"DM","M",36,38,"5707","0"
1985-01-19,1,20,1985,"control",9,35,"DO","F",36,55,"2497","0"
1985-01-19,1,20,1985,"control",9,43,"DO","M",36,48,"5531","0"
1985-01-19,1,20,1985,"control",9,53,"DO","M",36,50,"5706","0"
1985-01-19,1,20,1985,"control",9,67,"DO","M",36,52,"5705","0"
1985-01-19,1,20,1985,"control",9,71,"DO","F",35,32,"5566","0"
1985-01-19,1,20,1985,"control",9,77,"DM","F",34,33,"3971","0"
1985-01-19,1,NA,1985,"removal",10,NA,NA,NA,NA,NA,NA,NA
1985-01-19,1,20,1985,"control",11,11,"PM","F",20,16,"5586","0"
1985-01-19,1,20,1985,"control",11,35,"DM","M",37,39,"5601","0"
1985-01-19,1,20,1985,"control",11,74,"DM","F",35,43,"5656","0"
1985-01-19,1,19,1985,"control",12,12,"DO","F",35,40,"5618","0"
1985-01-19,1,19,1985,"control",12,13,"DO","M",34,48,"5727","5727"
1985-01-19,1,19,1985,"control",12,16,"PE","M",19,12,"5729","0"
1985-01-19,1,19,1985,"control",12,17,"DM","F",35,30,"5613","0"
1985-01-19,1,19,1985,"control",12,21,"DO","M",34,41,"5728","0"
1985-01-19,1,19,1985,"control",12,23,"DM","F",37,33,"5579","5579"
1985-01-19,1,19,1985,"control",12,31,"DO","F",36,48,"5724","0"
1985-01-19,1,19,1985,"control",12,33,"DM","M",37,30,"5642","0"
1985-01-19,1,19,1985,"control",12,37,"DM","M",37,35,"5725","0"
1985-01-19,1,19,1985,"control",12,46,"DM","F",35,36,"5814","0"
1985-01-19,1,19,1985,"control",12,77,"DM","F",35,36,"5423","0"
1985-01-19,1,20,1985,"control",13,26,"DM","M",35,32,"5588","0"
1985-01-19,1,20,1985,"control",13,52,"DM","F",35,30,"5570","0"
1985-01-19,1,20,1985,"control",13,67,"DM","M",35,30,"5569","0"
1985-01-19,1,19,1985,"control",14,15,"DM","M",36,45,"5741","5741"
1985-01-19,1,19,1985,"control",14,47,"PM","F",21,22,"5748","0"
1985-01-19,1,19,1985,"control",14,66,"DM","M",36,39,"5377","0"
1985-01-19,1,20,1985,"exclosure",15,17,"RM","M",16,5,"5142","0"
1985-01-19,1,20,1985,"exclosure",15,65,"RM","F",15,4,"6142","0"
1985-01-19,1,19,1985,"removal",16,11,"RM","F",16,4,"0","0"
1985-01-19,1,19,1985,"removal",16,44,"DM","M",36,41,"0","0"
1985-01-19,1,19,1985,"removal",16,46,"DM","F",35,35,"0","0"
1985-01-19,1,19,1985,"removal",16,56,"DM","F",34,34,"0","0"
1985-01-19,1,19,1985,"removal",16,65,"DM","M",35,39,"0","0"
1985-01-19,1,19,1985,"removal",16,73,"DM","M",35,36,"0","0"
1985-01-19,1,19,1985,"control",17,35,"DO","F",35,51,"5546","0"
1985-01-19,1,19,1985,"control",17,72,"DM","M",47,40,"5381","0"
1985-01-19,1,19,1985,"control",17,75,"RM","M",16,4,"8141","0"
1985-01-19,1,19,1985,"control",18,32,"DM","M",36,39,"5747","0"
1985-01-19,1,19,1985,"control",18,34,"DM","M",37,43,"5746","0"
1985-01-19,1,19,1985,"control",18,42,"DM","F",36,37,"5641","0"
1985-01-19,1,19,1985,"control",18,56,"DM","M",35,38,"5804","0"
1985-01-19,1,19,1985,"control",18,63,"DO","M",35,55,"5744","0"
1985-01-19,1,19,1985,"exclosure",19,16,"RM","M",16,4,"7141","0"
1985-01-19,1,19,1985,"exclosure",19,27,"PM","M",20,7,"5742","0"
1985-01-19,1,19,1985,"control",20,21,"DM","M",34,37,"5378","0"
1985-01-19,1,19,1985,"control",20,27,"DO","M",34,30,"5723","0"
1985-01-19,1,19,1985,"control",20,37,"DO","M",33,41,"5511","0"
1985-01-19,1,19,1985,"exclosure",21,16,"RM","M",16,5,"7514","0"
1985-01-19,1,19,1985,"exclosure",21,76,"RM","F",16,8,"6501","0"
1985-01-19,1,NA,1985,"control",22,NA,NA,NA,NA,NA,NA,NA
1985-01-19,1,19,1985,"removal",23,35,"RM","M",16,4,"0","0"
1985-01-19,1,19,1985,"spectabs",24,13,"RM","M",16,4,"6141","0"
1985-01-19,1,19,1985,"spectabs",24,34,"DM","M",36,39,"5698","0"
1985-01-19,1,19,1985,"spectabs",24,46,"DM","M",35,37,"5743","0"
1985-01-19,1,19,1985,"spectabs",24,73,"DM","M",36,35,"5572","0"
1985-01-19,1,19,1985,"spectabs",24,75,"DM","F",35,34,"5419","0"
1985-02-16,2,17,1985,"control",1,13,"DM","M",34,42,"5108","0"
1985-02-16,2,17,1985,"control",1,22,"DM","F",35,36,"5475","0"
1985-02-16,2,17,1985,"control",1,53,"DO","M",36,51,"5718","0"
1985-02-16,2,17,1985,"control",1,57,"DO","M",35,46,"5513","0"
1985-02-16,2,17,1985,"control",1,65,"DM","F",36,34,"5719","0"
1985-02-16,2,17,1985,"control",1,71,"DO","F",34,59,"5758","0"
1985-02-16,2,17,1985,"control",2,13,"DM","F",35,37,"5597","0"
1985-02-16,2,17,1985,"control",2,15,"DM","M",36,39,"-1","0"
1985-02-16,2,17,1985,"control",2,33,"PE","M",18,16,"5594","0"
1985-02-16,2,17,1985,"control",2,37,"DM","F",35,39,"5709","0"
1985-02-16,2,17,1985,"control",2,46,"DM","F",34,37,"5595","5595"
1985-02-16,2,17,1985,"control",2,51,"DM","F",35,42,"3880","0"
1985-02-16,2,17,1985,"control",2,52,"PM","M",20,19,"5761","0"
1985-02-16,2,17,1985,"control",2,61,"PE","F",20,18,"5592","0"
1985-02-16,2,17,1985,"control",2,67,"DM","M",35,44,"5714","0"
1985-02-16,2,17,1985,"control",2,77,"DM","F",36,37,"5763","0"
1985-02-16,2,17,1985,"exclosure",3,17,"DM","M",34,44,"5609","0"
1985-02-16,2,17,1985,"exclosure",3,35,"RM","M",15,5,"5142","0"
1985-02-16,2,17,1985,"control",4,12,"DO","M",34,43,"5590","0"
1985-02-16,2,17,1985,"control",4,14,"DM","M",34,36,"5766","0"
1985-02-16,2,17,1985,"control",4,24,"DM","F",36,33,"5598","0"
1985-02-16,2,17,1985,"control",4,27,"DM","F",34,35,"5589","0"
1985-02-16,2,17,1985,"control",4,52,"DM","F",36,36,"5764","0"
1985-02-16,2,17,1985,"spectabs",5,12,"DM","F",35,27,"5583","0"
1985-02-16,2,17,1985,"spectabs",5,17,"DM","F",35,36,"5582","0"
1985-02-16,2,17,1985,"spectabs",5,27,"DM","M",36,44,"5708","5708"
1985-02-16,2,17,1985,"spectabs",5,44,"DM","F",35,33,"5525","0"
1985-02-16,2,17,1985,"spectabs",5,57,"DO","F",32,35,"5585","0"
1985-02-16,2,17,1985,"spectabs",5,72,"DM","M",37,49,"3528","0"
1985-02-16,2,16,1985,"control",6,11,"DM","F",35,33,"5751","0"
1985-02-16,2,16,1985,"control",6,14,"DM","M",35,38,"5753","5753"
1985-02-16,2,16,1985,"control",6,15,"DM","F",36,33,"5731","5731"
1985-02-16,2,16,1985,"control",6,24,"DM","F",36,39,"5504","0"
1985-02-16,2,16,1985,"control",6,32,"DO","M",35,52,"5576","0"
1985-02-16,2,16,1985,"control",6,35,"DM","F",33,30,"5739","0"
1985-02-16,2,16,1985,"control",6,37,"DM","M",36,49,"5730","0"
1985-02-16,2,16,1985,"control",6,53,"DO","F",36,53,"5575","0"
1985-02-16,2,16,1985,"control",6,61,"DO","F",33,40,"5585","0"
1985-02-16,2,16,1985,"control",6,67,"DO","F",33,42,"5541","0"
1985-02-16,2,16,1985,"control",6,71,"DO","M",34,47,"5547","0"
1985-02-16,2,16,1985,"control",6,73,"DO","M",37,43,"5750","0"
1985-02-16,2,16,1985,"control",6,74,"DM","M",47,39,"5749","5749"
1985-02-16,2,16,1985,"control",6,76,"PE","F",20,23,"5701","0"
1985-02-16,2,17,1985,"removal",7,62,"RM","F",17,11,"7611","0"
1985-02-16,2,17,1985,"control",8,22,"DO","M",35,45,"5531","0"
1985-02-16,2,17,1985,"control",8,25,"DS","M",50,150,"5736","0"
1985-02-16,2,17,1985,"control",8,74,"DM","M",36,41,"5533","0"
1985-02-16,2,17,1985,"control",9,13,"DS","F",48,120,"3886","0"
1985-02-16,2,17,1985,"control",9,14,"DS","M",48,81,"5770","5771"
1985-02-16,2,17,1985,"control",9,16,"DM","M",35,40,"5528","0"
1985-02-16,2,17,1985,"control",9,42,"DO","M",35,51,"5705","0"
1985-02-16,2,17,1985,"control",9,54,"DO","F",34,36,"5566","0"
1985-02-16,2,17,1985,"removal",10,71,"RM","F",16,7,"0","0"
1985-02-16,2,17,1985,"control",11,47,"DM","M",37,41,"5601","0"
1985-02-16,2,17,1985,"control",11,77,"DM","F",35,32,"5769","0"
1985-02-16,2,16,1985,"control",12,16,"PE","M",19,40,"-1","0"
1985-02-16,2,16,1985,"control",12,22,"DO","F",35,40,"5618","0"
1985-02-16,2,16,1985,"control",12,26,"DM","M",35,38,"5725","0"
1985-02-16,2,16,1985,"control",12,31,"DO","M",34,41,"5728","0"
1985-02-16,2,16,1985,"control",12,46,"DM","F",36,41,"5423","0"
1985-02-16,2,16,1985,"control",12,47,"DM","F",35,38,"5814","0"
1985-02-16,2,16,1985,"control",12,51,"DO","F",36,47,"5724","0"
1985-02-16,2,16,1985,"control",12,73,"DM","M",37,45,"5642","0"
1985-02-16,2,17,1985,"control",13,16,"DM","M",37,33,"5588","0"
1985-02-16,2,17,1985,"control",13,17,"DM","F",35,39,"5773","0"
1985-02-16,2,17,1985,"control",13,53,"DM","F",35,33,"5570","0"
1985-02-16,2,17,1985,"control",13,57,"DM","M",35,33,"5569","0"
1985-02-16,2,17,1985,"control",13,74,"DM","M",34,38,"5624","0"
1985-02-16,2,16,1985,"control",14,45,"DM","M",37,42,"5703","5703"
1985-02-16,2,17,1985,"exclosure",15,57,"DM","F",33,32,"0","0"
1985-02-16,2,16,1985,"removal",16,13,"DM","M",37,37,"0","0"
1985-02-16,2,16,1985,"removal",16,21,"DM","F",35,40,"0","0"
1985-02-16,2,16,1985,"removal",16,41,"RM","M",16,5,"5142","0"
1985-02-16,2,16,1985,"removal",16,67,"RM","F",15,5,"6142","0"
1985-02-16,2,16,1985,"removal",16,73,"DM","M",35,42,"5722","0"
1985-02-16,2,16,1985,"removal",16,74,"DM","M",36,41,"5378","0"
1985-02-16,2,16,1985,"control",17,12,"DM","M",36,36,"5571","5571"
1985-02-16,2,16,1985,"control",17,62,"DM","M",36,42,"5381","0"
1985-02-16,2,16,1985,"control",18,52,"DM","M",34,40,"5804","0"
1985-02-16,2,16,1985,"exclosure",19,54,"PF","M",15,NA,"7602","0"
1985-02-16,2,16,1985,"control",20,33,"DO","M",32,43,"5511","0"
1985-02-16,2,16,1985,"control",20,61,"PE","F",NA,NA,"0","0"
1985-02-16,2,16,1985,"exclosure",21,11,"RM","M",16,5,"7614","0"
1985-02-16,2,16,1985,"exclosure",21,22,"RM","M",16,4,"8141","0"
1985-02-16,2,16,1985,"control",22,33,"DM","M",34,43,"3230","0"
1985-02-16,2,16,1985,"control",22,47,"DM","F",37,33,"5756","0"
1985-02-16,2,NA,1985,"removal",23,NA,NA,NA,NA,NA,NA,NA
1985-02-16,2,16,1985,"spectabs",24,37,"RM","M",16,6,"6141","0"
1985-02-16,2,16,1985,"spectabs",24,43,"DM","M",37,41,"5698","0"
1985-02-16,2,16,1985,"spectabs",24,52,"DM","M",36,38,"5572","0"
1985-03-16,3,17,1985,"control",1,34,"DS","F",47,104,"5911","5912"
1985-03-16,3,17,1985,"control",1,66,"DO","F",34,49,"5914","0"
1985-03-16,3,17,1985,"control",1,72,"DM","F",33,37,"5913","0"
1985-03-16,3,17,1985,"control",1,74,"DO","M",35,37,"5915","0"
1985-03-16,3,17,1985,"control",1,75,"DO","M",38,37,"5916","0"
1985-03-16,3,17,1985,"control",1,76,"DM","M",35,41,"5108","0"
1985-03-16,3,17,1985,"control",1,77,"DM","M",37,40,"5713","0"
1985-03-16,3,17,1985,"control",2,16,"DM","F",35,38,"5597","0"
1985-03-16,3,17,1985,"control",2,17,"DO","F",32,12,"5920","0"
1985-03-16,3,17,1985,"control",2,27,"DO","F",37,41,"5608","0"
1985-03-16,3,17,1985,"control",2,47,"DM","F",36,43,"5763","0"
1985-03-16,3,17,1985,"control",2,54,"DM","F",35,39,"5917","0"
1985-03-16,3,17,1985,"control",2,71,"DO","M",33,46,"5518","0"
1985-03-16,3,17,1985,"exclosure",3,12,"PE","F",20,26,"5592","0"
1985-03-16,3,17,1985,"exclosure",3,17,"DM","M",36,48,"5609","0"
1985-03-16,3,17,1985,"exclosure",3,21,"PE","M",19,18,"5594","0"
1985-03-16,3,17,1985,"exclosure",3,26,"PM","M",18,11,"5921","0"
1985-03-16,3,17,1985,"control",4,11,"DO","M",33,40,"5590","0"
1985-03-16,3,17,1985,"control",4,24,"DM","F",35,33,"5598","0"
1985-03-16,3,17,1985,"control",4,27,"DO","F",36,45,"5922","0"
1985-03-16,3,17,1985,"control",4,55,"DM","F",37,40,"5589","0"
1985-03-16,3,17,1985,"control",4,72,"DM","F",36,39,"5764","0"
1985-03-16,3,17,1985,"spectabs",5,16,"DM","M",36,49,"3528","0"
1985-03-16,3,17,1985,"spectabs",5,17,"DM","M",36,42,"5500","0"
1985-03-16,3,17,1985,"spectabs",5,47,"DM","F",37,41,"5582","0"
1985-03-16,3,16,1985,"control",6,12,"DM","M",34,43,"5905","0"
1985-03-16,3,16,1985,"control",6,13,"DM","M",33,37,"5753","5753"
1985-03-16,3,16,1985,"control",6,14,"DM","F",37,41,"5504","0"
1985-03-16,3,16,1985,"control",6,15,"DM","F",35,33,"5731","0"
1985-03-16,3,16,1985,"control",6,16,"DM","M",35,46,"5906","0"
1985-03-16,3,16,1985,"control",6,26,"DM","M",36,50,"5730","0"
1985-03-16,3,16,1985,"control",6,51,"DO","F",34,42,"5904","0"
1985-03-16,3,16,1985,"control",6,57,"DO","M",36,47,"-1","0"
1985-03-16,3,16,1985,"control",6,61,"DO","F",37,45,"5575","0"
1985-03-16,3,16,1985,"control",6,72,"DO","M",36,46,"5547","0"
1985-03-16,3,16,1985,"control",6,74,"DM","M",35,45,"5749","5749"
1985-03-16,3,16,1985,"control",6,75,"DM","F",32,33,"5739","0"
1985-03-16,3,16,1985,"control",6,76,"PE","M",20,15,"5501","0"
1985-03-16,3,17,1985,"removal",7,76,"RM","F",16,9,"7611","0"
1985-03-16,3,17,1985,"control",8,14,"DO","M",35,48,"5531","0"
1985-03-16,3,17,1985,"control",8,22,"DS","M",49,154,"5736","0"
1985-03-16,3,17,1985,"control",8,27,"DO","F",35,37,"5925","0"
1985-03-16,3,17,1985,"control",8,67,"DM","F",35,50,"5926","0"
1985-03-16,3,17,1985,"control",8,74,"DM","M",36,43,"5533","0"
1985-03-16,3,17,1985,"control",9,13,"DS","F",48,125,"3886","0"
1985-03-16,3,17,1985,"control",9,32,"DS","M",47,96,"5770","0"
1985-03-16,3,17,1985,"control",9,61,"DM","F",34,43,"3971","0"
1985-03-16,3,17,1985,"control",9,63,"DM","F",35,42,"3803","0"
1985-03-16,3,17,1985,"control",9,67,"DM","M",36,40,"5528","0"
1985-03-16,3,17,1985,"removal",10,65,"RM","M",16,4,"0","0"
1985-03-16,3,17,1985,"control",11,52,"RM","F",16,5,"5042","0"
1985-03-16,3,17,1985,"control",11,75,"DM","M",37,43,"5601","0"
1985-03-16,3,16,1985,"control",12,11,"DO","M",35,50,"5727","5727"
1985-03-16,3,16,1985,"control",12,35,"DM","M",36,47,"5642","0"
1985-03-16,3,16,1985,"control",12,42,"DO","F",37,54,"5724","0"
1985-03-16,3,16,1985,"control",12,46,"DM","M",36,43,"5725","0"
1985-03-16,3,16,1985,"control",12,47,"DM","F",37,38,"5423","0"
1985-03-16,3,16,1985,"control",12,51,"DM","F",36,40,"5814","0"
1985-03-16,3,17,1985,"control",13,35,"DM","M",36,39,"5588","0"
1985-03-16,3,17,1985,"control",13,51,"DM","F",36,40,"5570","0"
1985-03-16,3,16,1985,"control",14,21,"DM","F",36,42,"5773","0"
1985-03-16,3,16,1985,"control",14,65,"DM","M",35,47,"5703","5703"
1985-03-16,3,17,1985,"exclosure",15,14,"PM","M",20,16,"5927","0"
1985-03-16,3,17,1985,"exclosure",15,47,"DM","F",39,43,"0","0"
1985-03-16,3,16,1985,"removal",16,31,"DM","F",34,35,"0","0"
1985-03-16,3,16,1985,"removal",16,36,"DM","M",36,44,"0","0"
1985-03-16,3,16,1985,"control",17,72,"DO","M",31,20,"5901","0"
1985-03-16,3,16,1985,"control",17,15,"DM","F",36,42,"5641","0"
1985-03-16,3,16,1985,"control",18,37,"DM","F",33,34,"5583","0"
1985-03-16,3,16,1985,"control",18,47,"DM","M",35,43,"5804","0"
1985-03-16,3,16,1985,"control",18,71,"PM","F",20,21,"5902","0"
1985-03-16,3,16,1985,"exclosure",19,36,"PM","F",19,14,"5903","0"
1985-03-16,3,16,1985,"exclosure",19,54,"RM","M",6,16,"7141","0"
1985-03-16,3,16,1985,"control",20,36,"DO","M",34,43,"5511","0"
1985-03-16,3,16,1985,"exclosure",21,11,"DM","F",36,40,"0","0"
1985-03-16,3,16,1985,"exclosure",21,13,"DM","F",36,43,"5271","0"
1985-03-16,3,16,1985,"exclosure",21,56,"DM","M",36,43,"0","0"
1985-03-16,3,16,1985,"exclosure",21,73,"RM","M",16,5,"8141","0"
1985-03-16,3,NA,1985,"control",22,NA,NA,NA,NA,NA,NA,NA
1985-03-16,3,NA,1985,"removal",23,NA,NA,NA,NA,NA,NA,NA
1985-03-16,3,16,1985,"spectabs",24,16,"PE","M",18,17,"-1","0"
1985-03-16,3,16,1985,"spectabs",24,45,"DM","F",36,39,"5419","0"
1985-03-16,3,16,1985,"spectabs",24,51,"DM","M",35,40,"5698","0"
1985-03-16,3,16,1985,"spectabs",24,53,"DM",NA,NA,NA,"0","0"
1985-05-23,5,24,1985,"control",1,46,"DS","F",52,107,"6018","0"
1985-05-23,5,24,1985,"control",1,64,"DS","M",52,157,"6022","0"
1985-05-23,5,24,1985,"control",2,11,"DM","M",35,33,"6035","0"
1985-05-23,5,24,1985,"control",2,13,"DM","F",36,40,"5597","0"
1985-05-23,5,24,1985,"control",2,21,"DM","F",35,39,"-1","0"
1985-05-23,5,24,1985,"control",2,44,"DM","F",33,17,"5999","0"
1985-05-23,5,24,1985,"control",2,64,"DS","F",47,111,"9131","0"
1985-05-23,5,24,1985,"control",2,74,"DO","M",35,47,"5518","0"
1985-05-23,5,24,1985,"control",2,75,"DM","F",35,38,"6031","0"
1985-05-23,5,24,1985,"exclosure",3,11,"PP","M",21,12,"8042","0"
1985-05-23,5,24,1985,"exclosure",3,17,"RM","F",14,5,"42","0"
1985-05-23,5,24,1985,"exclosure",3,51,"PP","F",22,14,"6021","0"
1985-05-23,5,24,1985,"exclosure",3,62,"DM","F",36,42,"5763","0"
1985-05-23,5,24,1985,"control",4,11,"DO","M",34,47,"5590","0"
1985-05-23,5,24,1985,"control",4,24,"DM","M",35,27,"5986","0"
1985-05-23,5,24,1985,"control",4,67,"DM","F",36,40,"5589","0"
1985-05-23,5,24,1985,"spectabs",5,45,"DM","F",35,39,"5582","0"
1985-05-23,5,24,1985,"spectabs",5,51,"DM","M",36,48,"3528","0"
1985-05-23,5,24,1985,"spectabs",5,66,"PP","F",20,17,"5101","0"
1985-05-23,5,23,1985,"control",6,13,"DO","F",35,60,"5575","0"
1985-05-23,5,23,1985,"control",6,47,"DO","M",34,51,"5734","0"
1985-05-23,5,23,1985,"control",6,61,"DO","F",31,29,"6068","0"
1985-05-23,5,24,1985,"removal",7,63,"RM","M",16,4,"5142","0"
1985-05-23,5,24,1985,"removal",7,75,"RM","F",18,12,"7611","0"
1985-05-23,5,24,1985,"control",8,13,"DO","M",35,46,"5531","0"
1985-05-23,5,24,1985,"control",8,25,"DS","F",50,131,"6046","0"
1985-05-23,5,24,1985,"control",8,42,"DS","M",47,86,"7102","0"
1985-05-23,5,24,1985,"control",8,43,"DO","F",36,44,"5658","0"
1985-05-23,5,24,1985,"control",9,22,"DS","M",49,118,"5770","0"
1985-05-23,5,24,1985,"control",9,25,"DM","M",37,33,"5988","0"
1985-05-23,5,24,1985,"removal",10,21,"RM","F",17,11,"0","0"
1985-05-23,5,24,1985,"control",11,57,"DM","M",37,41,"5601","0"
1985-05-23,5,24,1985,"control",11,74,"DM","F",36,43,"5769","0"
1985-05-23,5,23,1985,"control",12,23,"DO","F",37,58,"5724","0"
1985-05-23,5,23,1985,"control",12,34,"DM","F",38,40,"5814","0"
1985-05-23,5,23,1985,"control",12,61,"PP","F",20,13,"5140","0"
1985-05-23,5,23,1985,"control",12,66,"DM","M",38,46,"5642","0"
1985-05-23,5,23,1985,"control",12,71,"DM","F",36,34,"5935","0"
1985-05-23,5,23,1985,"control",12,74,"DM","F",24,33,"5991","0"
1985-05-23,5,24,1985,"control",13,17,"DM","M",37,46,"5588","0"
1985-05-23,5,24,1985,"control",13,72,"DS","F",50,139,"0","0"
1985-05-23,5,24,1985,"control",13,77,"DM","F",35,37,"5635","0"
1985-05-23,5,23,1985,"control",14,45,"DM","M",37,49,"5703","0"
1985-05-23,5,23,1985,"control",14,77,"DM","M",35,34,"6056","0"
1985-05-23,5,NA,1985,"exclosure",15,NA,NA,NA,NA,NA,NA,NA
1985-05-23,5,23,1985,"removal",16,36,"DO","M",33,44,"0","0"
1985-05-23,5,23,1985,"control",17,12,"DM","M",35,40,"5571","5571"
1985-05-23,5,23,1985,"control",17,14,"DM","M",34,42,"6058","6058"
1985-05-23,5,23,1985,"control",17,61,"DO","M",34,45,"6059","0"
1985-05-23,5,23,1985,"control",17,67,"DO","M",35,50,"5901","0"
1985-05-23,5,23,1985,"control",18,16,"DM","F",35,44,"5583","0"
1985-05-23,5,23,1985,"control",18,35,"PE","M",18,14,"6060","0"
1985-05-23,5,23,1985,"control",18,47,"DM","M",35,46,"5804","0"
1985-05-23,5,23,1985,"exclosure",19,21,"PE","M",19,12,"6064","0"
1985-05-23,5,23,1985,"exclosure",19,37,"PM","F",21,24,"5903","0"
1985-05-23,5,NA,1985,"control",20,NA,NA,NA,NA,NA,NA,NA
1985-05-23,5,23,1985,"exclosure",21,15,"DM","M",37,44,"0","0"
1985-05-23,5,23,1985,"exclosure",21,21,"RM","M",16,6,"8141","0"
1985-05-23,5,23,1985,"exclosure",21,45,"DM","F",35,43,"0","0"
1985-05-23,5,23,1985,"exclosure",21,54,"RM","F",18,6,"5041","0"
1985-05-23,5,23,1985,"control",22,56,"DM","F",38,35,"-1","0"
1985-05-23,5,23,1985,"control",22,72,"DM","M",37,44,"5965","0"
1985-05-23,5,NA,1985,"removal",23,NA,NA,NA,NA,NA,NA,NA
1985-05-23,5,23,1985,"spectabs",24,43,"DM","M",37,43,"5698","0"
1985-05-23,5,23,1985,"spectabs",24,56,"DM","M",36,45,"6065","0"
1985-05-23,5,23,1985,"spectabs",24,73,"DM","M",36,36,"5572","0"
1985-06-15,6,16,1985,"control",1,12,"DO","M",37,44,"6149","0"
1985-06-15,6,16,1985,"control",1,42,"DS","M",52,76,"6143","6141"
1985-06-15,6,16,1985,"control",1,44,"DS","F",54,120,"6154","6155"
1985-06-15,6,16,1985,"control",1,46,"DS","F",52,123,"6018","0"
1985-06-15,6,16,1985,"control",1,65,"DS","M",53,157,"6022","0"
1985-06-15,6,16,1985,"control",1,67,"DO","F",36,50,"6140","0"
1985-06-15,6,16,1985,"control",2,25,"DM","F",36,42,"5597","0"
1985-06-15,6,16,1985,"control",2,31,"DS","F",50,84,"6139","6138"
1985-06-15,6,16,1985,"control",2,37,"DO","F",36,54,"5608","0"
1985-06-15,6,16,1985,"control",2,42,"DM","F",32,15,"6134","0"
1985-06-15,6,16,1985,"control",2,43,"DM","F",36,40,"5917","0"
1985-06-15,6,16,1985,"control",2,63,"DO","M",35,52,"5518","0"
1985-06-15,6,16,1985,"control",2,67,"DM","F",33,30,"5999","0"
1985-06-15,6,16,1985,"exclosure",3,21,"PP","M",18,19,"6103","0"
1985-06-15,6,16,1985,"exclosure",3,34,"PP","F",22,19,"6021","0"
1985-06-15,6,16,1985,"exclosure",3,35,"PP","M",22,19,"8042","0"
1985-06-15,6,16,1985,"exclosure",3,51,"DM","F",36,47,"5763","0"
1985-06-15,6,16,1985,"control",4,14,"DM","F",36,43,"5598","0"
1985-06-15,6,16,1985,"control",4,15,"DS",NA,NA,NA,"0","0"
1985-06-15,6,16,1985,"control",4,27,"DM","M",34,37,"5986","0"
1985-06-15,6,16,1985,"control",4,56,"DM","F",37,40,"5589","0"
1985-06-15,6,16,1985,"control",4,61,"DS","F",49,69,"6128","6132"
1985-06-15,6,16,1985,"spectabs",5,11,"DM","M",37,49,"3528","0"
1985-06-15,6,16,1985,"spectabs",5,36,"DM","F",34,27,"6131","0"
